productos_precio_lista,sucursales_latitud,sucursales_longitud
1575.00,-34.7313,-58.26677
1575.00,-34.577994,-60.94896
1575.00,-34.64946,-58.61708
1575.00,-34.17574,-58.95415
1575.00,-34.87075,-61.53379
1575.00,-34.04382,-59.19806
1575.00,-35.97726,-62.73824
1575.00,-37.28566,-56.99298
1575.00,-34.8614,-61.53893
1575.00,-38.031,-60.09835
1575.00,-34.63466,-58.58048
1575.00,-34.79429,-58.35145
1575.00,-34.98569,-58.36737
1575.00,-34.47187,-58.6556
1575.00,-33.2428923,-60.3179436
1575.00,-31.860934,-59.031579
1575.00,-34.627755,-58.508485
1575.00,-32.723682,-59.396034
1575.00,-33.006972,-58.537419
1640.00,-24.7814935,-65.4143692
1640.00,-24.7869634,-65.4323303
1640.00,-24.8857,-65.469513
1640.00,-24.671542,-65.045994
1575.00,-34.5736049,-58.4232349
1419.00,-34.598928,-58.491826
1419.00,-34.603219,-58.378116
1419.00,-34.617182,-58.467454
1379.00,-34.491345,-58.589025
1419.00,-34.810018,-58.457241
1419.00,-34.594504,-58.428737
1419.00,-34.565080,-58.470704
1275.00,-31.413639,-64.169879
1419.00,-34.633156,-58.459408
1419.00,-34.588209,-58.419052
1447.99,-34.8440028,-58.507952
1447.99,-34.5847845,-58.4165247
1447.99,-34.533164,-58.5024536
1447.99,-34.6561036,-58.4767969
1380.00,-43.2648,-65.2797
999.00,-37.9997406,-57.5600652
1365.00,-37.9953049,-57.5514344
1300.00,-38.0312389,-57.5879645
1365.00,-38.0350613,-57.5521354
1300.00,-38.0020402,-57.5852835
1365.00,-38.0020818,-57.5462751
1300.00,-37.9779232,-57.5761531
1399.00,-37.9967229,-57.6028425
1456.00,-38.2422279,-57.7947644
899.00,-37.9694353,-57.5925867
1300.00,-37.9879093,-57.5586834
1456.00,-38.5528962,-58.7438668
1456.00,-37.1121458,-56.8635215
1365.00,-37.9688563,-57.5497341
1750.00,-46.546390,-68.927910
1447.99,-34.6062442,-58.5106551
1447.99,-34.6119916,-58.3989244
1447.99,-34.893323,-58.571979
1447.99,-34.4524395,-58.527515
1619.00,-34.591615,-58.433900
1619.00,-34.552189,-58.558483
1619.00,-34.587264,-58.423108
1619.00,-34.600614,-58.430800
1419.00,-31.402623,-64.199156
1619.00,-34.544189,-58.714900
1380.00,-32.885582,-68.842280
1619.00,-34.622701,-58.409197
1619.00,-34.651086,-58.642884
1419.00,-31.415382,-64.180514
1619.00,-34.597579,-58.419235
1619.00,-34.568676,-58.434871
1495.00,-26.835085,-65.252036
1575.00,-34.5971373,-58.4976429
1575.00,-34.6289482,-58.4642662
1575.00,-34.6298527,-58.3628499
1575.00,-34.6830345,-58.5553009
1575.00,-34.7116294,-58.2820677
1575.00,-34.6460108,-58.5929389
1575.00,-34.627766,-58.4338966
1575.00,-34.8742082,-57.8678337
1575.00,-34.650879,-58.5153128
1575.00,-34.7431662,-58.3939275
1575.00,-34.5376215,-58.5117145
1575.00,-34.8198093,-58.4673986
1575.00,-34.7693312,-58.3556143
1575.00,-34.8097369,-58.1872598
1575.00,-34.8338743,-58.4949847
1575.00,-34.5286128,-58.4931423
1575.00,-34.46141,-58.775516
1575.00,-34.6375385,-58.5001704
1575.00,-34.984291,-58.376123
1575.00,-34.5247293,-58.5473185
1575.00,-34.5582314,-58.5699744
1575.00,-34.542076,-58.4733624
1575.00,-34.7208867,-58.57033
1575.00,-34.7803362,-58.4791516
1575.00,-34.798211,-58.4252917
1575.00,-34.383803,-58.830138
1575.00,-34.4578272,-58.6298689
1575.00,-34.7160304,-58.2733722
1575.00,-34.7073388,-58.4000642
1575.00,-34.4589449,-58.5687411
1575.00,-34.604513,-58.3949583
1575.00,-34.4255709,-58.577033
1575.00,-34.5975856,-58.5423574
1575.00,-37.9742308,-57.5945595
1575.00,-38.0089747,-57.5481742
1575.00,-34.3444298,-58.7916233
1575.00,-35.515799,-58.316883
1575.00,-34.7079051,-58.4586922
1575.00,-34.6273661,-58.4466235
1575.00,-34.6064336,-58.4855976
1575.00,-34.1641136,-58.9579757
1575.00,-34.8940464,-60.0228134
1575.00,-34.5816907,-58.4223268
1575.00,-37.15398,-58.487377
1575.00,-34.4184565,-58.5960217
1575.00,-34.6228846,-58.3931835
1575.00,-37.003439,-57.136081
1575.00,-34.85823,-58.389308
1575.00,-33.3346028,-60.2188972
1575.00,-34.5861813,-58.4015054
1575.00,-34.5970782,-58.3877718
1575.00,-34.5920824,-58.4118526
1575.00,-35.81316,-61.896981
1575.00,-32.2252713,-58.1454569
1575.00,-34.5606253,-58.4607081
1575.00,-32.301798,-59.138836
1575.00,-34.6039858,-58.414885
1575.00,-34.5794505,-58.4541889
1575.00,-34.764896,-61.892818
1575.00,-34.6015334,-58.4413993
1575.00,-34.6424371,-58.4358917
1575.00,-34.6594782,-58.4286401
1575.00,-34.6199615,-58.4323637
1575.00,-34.6262843,-58.4569877
1575.00,-34.6273133,-58.4286401
1575.00,-34.5733048,-58.4220692
1575.00,-34.5905692,-58.4244299
1575.00,-34.5585404,-58.4603022
1575.00,-34.5830372,-58.476676
1575.00,-34.5861248,-58.442219
1575.00,-34.600968,-58.435513
1575.00,-31.743916,-60.509477
1575.00,-34.5643568,-58.4399389
1575.00,-34.575674,-58.4519034
1575.00,-34.6008689,-58.3731891
1575.00,-34.6081269,-58.3760198
1575.00,-34.6071505,-58.4484476
1575.00,-34.5521177,-58.4984145
1575.00,-34.5482475,-58.4669121
1575.00,-34.6244356,-58.4349162
1575.00,-34.605001,-58.594873
1575.00,-34.5726011,-58.43033184
1575.00,-34.6610183,-58.4835747
1575.00,-34.593583,-58.430572
1575.00,-34.622075,-58.383908
1575.00,-34.60315,-58.385229
1575.00,-30.3861619,-58.7488256
1575.00,-34.639891,-58.3899128
1575.00,-34.6203243,-58.4997255
1575.00,-34.5738067,-58.4978846
1575.00,-34.49526188,-61.54184014
1575.00,-34.5448639,-58.47637506
1575.00,-28.986113,-59.10309
1575.00,-34.612999,-58.368742
1575.00,-34.577766,-58.494168
1575.00,-31.725033,-60.514316
1575.00,-34.63136,-58.524818
1575.00,-34.67331,-58.485941
1575.00,-34.638538,-58.46603
1575.00,-27.317845,-58.571672
1575.00,-34.617358,-58.520218
1575.00,-34.647574,-58.42847
1575.00,-34.607618,-58.51528
1575.00,-31.761705,-60.511164
1575.00,-31.725625,-60.538902
1575.00,-34.56613,-58.479529
1575.00,-34.685028,-58.472714
1575.00,-34.6375623,-58.4319886
1575.00,-34.6207181,-58.4563112
1575.00,-34.6310944,-58.3704685
1575.00,-34.627803,-58.366911
1575.00,-34.611889,-58.385285
1575.00,-34.638422,-58.358543
1575.00,-34.572871,-58.483722
1575.00,-34.6041648,-58.4586699
1575.00,-34.642957,-58.423543
1575.00,-34.628376,-58.399276
1575.00,-34.62228,-58.410955
1575.00,-34.555101,-58.479894
1575.00,-34.592594,-58.41377
1575.00,-34.568867,-58.44801
1575.00,-34.602603,-58.37069
1575.00,-34.574847,-58.4348
1640.00,-24.194392,-65.289649
1640.00,-24.905302,-65.48719
1640.00,-25.80209,-64.9763
1575.00,-34.640826,-58.425664
1575.00,-34.628497,-58.401939
1575.00,-34.602728,-58.494948
1575.00,-34.597022,-58.433648
1575.00,-34.586927,-58.511108
1575.00,-34.6878905,-58.5225796
1575.00,-34.656602,-58.6486973
1575.00,-35.561416,-58.017385
1575.00,-34.7672566,-58.2195186
1575.00,-34.608716,-58.643543
1575.00,-34.892971,-57.945932
1575.00,-34.7616457,-58.3619447
1575.00,-31.3902116,-58.0243081
1575.00,-30.250668,-57.63942
1575.00,-29.791304,-58.055256
1575.00,-34.6238633,-58.5582513
1575.00,-28.5123,-59.042919
1575.00,-34.650488,-58.784116
1575.00,-34.612561,-58.442266
1575.00,-33.13578,-59.314408
1575.00,-31.9151891,-63.6792919
1575.00,-34.6810082,-58.4679551
1575.00,-34.6326213,-58.4061362
1575.00,-36.231056,-61.113086
1640.00,-24.377394,-65.118997
1575.00,-34.4838997,-58.7248719
1575.00,-34.7298118,-58.2640675
1575.00,-34.7499225,-58.2225527
1575.00,-34.5910744,-60.9327159
1575.00,-34.7416109,-58.621092
1575.00,-34.6110721,-58.578728
1575.00,-34.061546,-60.101513
1575.00,-34.616048,-58.535336
1575.00,-34.8903376,-60.0133156
1575.00,-34.5492212,-58.7025205
1575.00,-33.500146,-60.064986
1575.00,-34.630469,-58.632568
1575.00,-34.780427,-58.841627
1575.00,-34.769658,-58.297003
1575.00,-34.662114,-58.375652
1575.00,-34.774225,-58.64795
1575.00,-34.526964,-58.573139
1575.00,-34.702067,-58.619828
1575.00,-34.928259,-57.942885
1575.00,-34.584515,-58.586723
1575.00,-34.681167,-58.703222
1575.00,-34.6050844,-58.86616059
1575.00,-35.030491,-60.280476
1575.00,-36.356692,-56.721224
1575.00,-34.501807,-58.68074
1575.00,-34.602099,-58.725168
1575.00,-34.712895,-58.4272
1575.00,-34.869497,-61.529975
1575.00,-34.580125,-58.553819
1575.00,-34.8763557,-57.8931961
1575.00,-34.5438031,-58.6344706
1575.00,-34.8556539,-58.5223401
1575.00,-34.5614092,-58.5214382
1575.00,-34.7171436,-58.3050519
1575.00,-34.6641202,-58.7003972
1575.00,-34.5263164,-58.7334515
1575.00,-34.60452,-58.59279
1575.00,-34.69238,-58.332
1575.00,-34.43800902,-58.68234515
1575.00,-34.571809,-58.6138335
1575.00,-34.6665154,-58.7279383
1575.00,-34.72257,-58.26069
1575.00,-34.7781297,-58.3192657
1575.00,-34.58717,-58.64318
1575.00,-34.71868,-58.27011
1575.00,-34.56689,-58.60834
1575.00,-33.91076,-60.58295
1575.00,-34.17877,-59.79935
1575.00,-34.77814,-58.33268
1575.00,-34.5988,-60.95887
1575.00,-31.8696614,-59.0284795
1575.00,-34.002525,-61.609768
1575.00,-33.016616,-58.528798
1640.00,-24.8034671,-65.4373408
1640.00,-24.7880714,-65.4219001
1640.00,-24.387603,-65.264866
1475.00,-32.8884,-68.8252
1475.00,-38.9387,-67.9890
1684.00,-31.4168,-64.1874
1475.00,-38.9562,-68.0664
1475.00,-29.4018,-66.8531
1475.00,-39.0196,-67.5860
1475.00,-26.8306,-65.2177
1475.00,-24.7939,-65.4142
1475.00,-32.8893,-68.8182
1475.00,-29.4295,-66.8541
1475.00,-27.7886,-64.2612
1475.00,-31.5278,-68.5671
1475.00,-32.9414,-68.8483
1475.00,-31.4279,-64.1833
1475.00,-33.0818,-68.4722
1475.00,-31.5667,-68.5323
1475.00,-38.3773,-60.2727
1475.00,-32.8897,-68.8590
1475.00,-31.5235,-68.5365
1475.00,-31.4116,-64.1893
1475.00,-31.5357,-68.5244
1684.00,-34.5964,-58.3902
1750.00,-41.131390,-71.361240
1750.00,-38.959340,-68.050820
1750.00,-38.933690,-68.001030
1750.00,-41.135450,-71.308740
1750.00,-41.140000,-71.301680
1750.00,-39.036380,-67.577660
1750.00,-40.815470,-62.988400
1750.00,-43.247020,-65.310710
1750.00,-43.302540,-65.104400
1750.00,-42.764220,-65.036230
1750.00,-42.914300,-71.322760
1750.00,-43.262120,-65.293490
1750.00,-42.911660,-71.319680
1750.00,-41.962760,-71.535240
1750.00,-45.868700,-67.502270
1750.00,-45.861050,-67.475180
1750.00,-45.836750,-67.478320
1750.00,-45.860430,-67.498840
1750.00,-45.875190,-67.519110
1750.00,-46.447890,-67.520060
1750.00,-46.444660,-67.528540
1750.00,-51.620950,-69.216310
1700.00,-53.786300,-67.700840
1700.00,-53.769490,-67.716940
1700.00,-53.791950,-67.721140
1700.00,-54.798090,-68.278780
1750.00,-39.027470,-67.565730
1750.00,-51.641370,-69.228800
1750.00,-43.267990,-65.298390
1750.00,-42.767230,-65.042990
1750.00,-40.730910,-64.939720
1750.00,-40.816340,-63.003030
1750.00,-39.095490,-67.092250
1750.00,-38.892840,-70.066640
1750.00,-38.939820,-67.995300
1750.00,-38.980550,-67.830110
1750.00,-34.643660,-60.470900
1700.00,-54.817910,-68.335060
1750.00,-34.895400,-60.017500
1750.00,-35.119830,-60.480450
1750.00,-33.746570,-61.967960
1750.00,-38.947000,-68.073420
1750.00,-40.799190,-62.978050
1750.00,-51.632190,-69.198120
1700.00,-53.778850,-67.718140
1700.00,-54.803830,-68.302260
1750.00,-38.930400,-69.210670
1750.00,-41.137980,-71.298460
1750.00,-34.607170,-60.962520
1750.00,-33.893380,-61.098380
1750.00,-36.632300,-64.296280
1750.00,-51.621540,-69.245520
1750.00,-39.027930,-67.590070
1750.00,-34.290660,-60.254390
1750.00,-47.743490,-65.886990
1750.00,-34.066450,-60.104420
1750.00,-34.863540,-61.528660
1750.00,-40.157540,-71.356240
1750.00,-35.980110,-62.728320
1750.00,-45.589510,-69.068220
1750.00,-36.627600,-64.281490
1750.00,-35.655920,-63.757040
1750.00,-34.264470,-62.710670
1750.00,-34.850330,-62.466760
1750.00,-35.624580,-61.366430
1750.00,-34.124950,-63.387610
1750.00,-36.622040,-64.286940
1750.00,-51.615010,-69.227860
1750.00,-35.813650,-61.898210
1750.00,-35.031650,-63.015600
1750.00,-50.337780,-72.261590
1750.00,-43.256540,-65.321750
1750.00,-51.535550,-72.336170
1700.00,-54.810100,-68.318310
1750.00,-36.613500,-64.291230
1750.00,-46.803350,-67.957730
1750.00,-39.951750,-71.069530
1750.00,-35.491900,-62.979870
1750.00,-35.250090,-63.600530
1750.00,-31.253490,-61.492540
1750.00,-31.258890,-61.510560
1750.00,-31.251890,-61.463420
1750.00,-31.449940,-60.929910
1750.00,-31.896450,-61.860850
1750.00,-45.882880,-67.538800
1750.00,-50.347120,-72.268950
1750.00,-38.950450,-68.111470
1750.00,-41.611370,-65.358490
1750.00,-38.926630,-67.990510
1750.00,-41.971000,-71.531050
1700.00,-54.830640,-68.353430
1750.00,-42.780870,-65.037070
1750.00,-43.098290,-71.464020
1750.00,-30.784910,-60.585480
1750.00,-37.395400,-68.923060
1750.00,-34.590040,-60.948100
1750.00,-41.101500,-71.444590
1750.00,-40.758890,-71.648190
1750.00,-45.929690,-67.571550
1750.00,-43.318810,-65.049490
1750.00,-38.947920,-68.225790
1750.00,-51.638470,-69.219970
1750.00,-49.986650,-68.924830
1750.00,-36.783740,-59.852910
1750.00,-46.801910,-67.946550
1750.00,-35.912270,-64.285850
1750.00,-37.884350,-67.798860
1750.00,-42.914260,-71.298990
1750.00,-49.303390,-67.751800
1750.00,-39.013100,-67.598820
1750.00,-35.665450,-63.766320
1750.00,-48.750440,-70.247610
1750.00,-51.628910,-69.237560
1750.00,-51.635440,-69.209360
1750.00,-51.619640,-69.222240
1750.00,-34.643590,-59.435860
1750.00,-36.600090,-64.302130
1750.00,-35.978690,-62.741700
1750.00,-51.575630,-72.213560
1750.00,-51.612930,-69.245450
1750.00,-29.129740,-59.260950
1750.00,-43.300210,-65.491400
1750.00,-40.794540,-65.075880
1700.00,-54.501320,-67.205510
1750.00,-40.143510,-71.302820
1750.00,-38.827330,-68.144410
1750.00,-46.583370,-70.937230
1750.00,-38.988320,-64.097190
1750.00,-39.298730,-65.648020
1750.00,-46.440420,-67.546730
1750.00,-45.795480,-67.432950
1700.00,-53.809060,-67.687750
1750.00,-30.725230,-62.009680
1750.00,-38.946160,-68.058170
1750.00,-38.953510,-68.062400
1750.00,-38.934450,-69.233040
1750.00,-38.949710,-68.117430
1750.00,-38.907390,-70.067330
1750.00,-38.969000,-68.059660
1750.00,-38.950830,-68.075390
1750.00,-38.957100,-68.228890
1750.00,-38.950930,-68.030640
1750.00,-38.938560,-68.117340
1750.00,-38.933010,-68.074000
1750.00,-38.935670,-67.996130
1750.00,-38.944410,-68.102300
1750.00,-38.950660,-68.089550
1750.00,-39.028510,-67.574970
1750.00,-38.829250,-68.063970
1750.00,-38.948560,-67.992170
1750.00,-39.098750,-67.087080
1750.00,-38.898910,-70.073840
1750.00,-38.947310,-68.084610
1750.00,-42.060110,-71.600360
1750.00,-38.949580,-69.216060
1750.00,-35.456900,-60.890510
1750.00,-30.950000,-61.561480
1750.00,-50.016140,-68.519300
1750.00,-32.700000,-62.095010
1750.00,-38.828960,-68.070580
1750.00,-38.353100,-68.792500
1750.00,-31.420260,-63.063750
1750.00,-38.833100,-68.119180
1750.00,-31.439670,-60.928870
1750.00,-28.510340,-59.032940
1750.00,-34.635330,-58.709920
1365.00,-38.0088383,-57.5419295
1300.00,-38.0102945,-57.5665797
1300.00,-38.0187183,-57.5730078
890.00,-38.0254359,-57.5709071
1365.00,-38.0075428,-57.546432
1300.00,-37.9932042,-57.5660764
1300.00,-37.9532482,-57.5532565
1475.00,-24.7767,-65.4148
1475.00,-34.6914,-58.3914
1475.00,-34.6216,-58.4278
1475.00,-34.6205,-68.3171
1684.00,-34.4427,-58.8731
1475.00,-32.8997,-68.8598
1684.00,-31.4108,-64.1927
1684.00,-37.1082,-56.8731
1475.00,-27.7786,-64.2578
1475.00,-33.0325,-68.8777
1475.00,-38.7081,-62.2686
1475.00,-32.9393,-68.8347
1684.00,-31.0930,-64.4830
1684.00,-34.5897,-58.3886
1475.00,-28.4726,-65.7782
1475.00,-26.8346,-65.2346
1475.00,-33.0106,-58.5279
1475.00,-34.8121,-58.4511
1475.00,-34.8955,-57.9801
1684.00,-34.6192,-58.3615
1475.00,-26.8094,-65.2479
1475.00,-34.6488,-58.6126
1475.00,-34.5992,-58.4199
1475.00,-36.3588,-56.7186
1684.00,-31.4507,-64.1767
1684.00,-31.3015,-64.2856
1475.00,-32.9140,-68.8228
1475.00,-33.1383,-64.3538
1684.00,-31.4478,-64.1990
1684.00,-34.5633,-58.5585
1684.00,-34.6746,-58.4628
1684.00,-34.5608,-58.6785
1684.00,-34.7932,-58.4140
1684.00,-34.5772,-58.4300
1475.00,-33.7763,-69.0620
1475.00,-31.4054,-64.2119
1475.00,-29.7058,-57.0975
1475.00,-24.7981,-65.4168
1684.00,-34.9349,-57.9757
1475.00,-34.6148,-58.4349
1475.00,-38.7301,-62.2502
1684.00,-34.6002,-58.5040
1684.00,-31.2445,-64.4659
1684.00,-34.8546,-58.5047
1684.00,-34.4360,-58.8080
1684.00,-34.5646,-58.4517
1475.00,-24.7298,-65.4127
1475.00,-34.6926,-58.5016
1684.00,-31.3630,-64.2367
1684.00,-34.5201,-58.4877
1475.00,-35.6388,-59.7762
1475.00,-34.6245,-58.4066
1475.00,-27.5889,-65.6202
1684.00,-32.9094,-60.6850
1475.00,-33.1105,-64.3401
1475.00,-32.9029,-68.8329
1475.00,-31.5358,-68.5144
1475.00,-31.4303,-64.2190
1475.00,-34.6657,-58.6971
1684.00,-34.6033,-58.4264
1684.00,-31.4367,-64.5007
1684.00,-36.6882,-56.6835
1475.00,-31.7551,-60.4993
1475.00,-34.5623,-59.1199
1475.00,-32.8942,-68.7890
1475.00,-31.3796,-64.1756
1475.00,-24.7581,-65.3986
1475.00,-23.1308,-64.3261
1475.00,-34.9068,-57.9506
1684.00,-34.5696,-58.4730
1475.00,-34.4566,-58.6259
1475.00,-32.8681,-68.8564
1475.00,-28.4757,-65.7745
1475.00,-33.6778,-59.6685
1475.00,-32.9122,-68.7858
1475.00,-32.9018,-68.7971
1475.00,-38.0469,-57.5535
1684.00,-34.6096,-58.4675
1684.00,-34.5868,-58.4109
1475.00,-27.3503,-65.6008
1475.00,-32.8707,-68.8337
1475.00,-26.8149,-65.2825
1684.00,-38.0244,-57.5659
1475.00,-26.8255,-65.2168
1684.00,-31.4126,-64.1616
1684.00,-34.6147,-58.4350
1684.00,-34.6221,-58.4368
1684.00,-34.6537,-58.6231
1475.00,-33.8988,-60.5763
1475.00,-24.1872,-65.3204
1475.00,-31.3527,-64.2462
1475.00,-34.6242,-68.3339
1475.00,-23.8137,-64.7934
1475.00,-32.9223,-60.8034
1684.00,-34.5859,-58.4074
1684.00,-34.5938,-58.3989
1475.00,-34.5832,-60.9565
1684.00,-34.5608,-58.4499
1684.00,-37.9600,-57.5668
1475.00,-34.6733,-58.7246
1475.00,-32.9824,-68.7883
1475.00,-24.7958,-65.4056
1475.00,-32.8411,-68.8213
1475.00,-34.5947,-60.9474
1475.00,-32.1740,-64.1094
1475.00,-34.5545,-58.4835
1475.00,-24.7846,-65.4099
1475.00,-31.4450,-64.1868
1684.00,-34.5910,-58.4105
1475.00,-31.5389,-68.5556
1475.00,-31.4288,-62.0894
1475.00,-35.0502,-58.7561
1475.00,-24.1829,-65.3063
1475.00,-27.1699,-65.4999
1684.00,-34.5964,-58.3876
1684.00,-31.3806,-64.2229
1684.00,-34.6106,-58.4401
1475.00,-38.5611,-58.7305
1475.00,-26.8234,-65.2404
1684.00,-34.8819,-58.0544
1475.00,-39.0451,-67.5778
1475.00,-33.3065,-66.3236
1475.00,-27.4551,-58.9913
1475.00,-34.9362,-57.9344
1684.00,-34.7588,-58.2805
1684.00,-24.7726,-65.4129
1475.00,-32.8821,-68.8415
1475.00,-31.5292,-68.5877
1684.00,-34.3578,-58.7951
1684.00,-34.5084,-58.5227
1684.00,-31.4188,-64.4951
1684.00,-37.2636,-56.9766
1684.00,-34.4463,-58.7450
1475.00,-26.8229,-65.1770
1684.00,-26.8220,-65.2615
1684.00,-31.1833,-64.3333
1684.00,-38.0072,-57.5514
1475.00,-34.6561,-58.6519
1475.00,-33.2968,-66.3390
1475.00,-35.1863,-59.0979
1475.00,-34.1961,-60.7339
1475.00,-38.2663,-57.8432
1684.00,-45.8733,-67.4935
1475.00,-28.4603,-65.7728
1475.00,-34.6382,-58.3788
1475.00,-26.8373,-65.2100
1475.00,-26.8398,-65.2228
1684.00,-37.2611,-56.9869
1475.00,-34.6435,-58.7905
1475.00,-32.9127,-68.8762
1475.00,-34.6031,-58.6354
1475.00,-33.0708,-68.4729
1684.00,-34.6000,-58.4312
1684.00,-34.7282,-58.2510
1684.00,-31.3468,-64.2805
1684.00,-31.4277,-64.1880
1684.00,-34.7993,-58.4053
1684.00,-34.6172,-58.4350
1475.00,-33.0359,-68.8790
1475.00,-33.0865,-68.4619
1684.00,-32.9798,-68.8582
1475.00,-31.5358,-68.5142
1475.00,-31.4536,-64.2062
1475.00,-24.7903,-65.4118
1475.00,-26.7299,-65.2614
1475.00,-31.3844,-58.0212
1684.00,-34.5745,-58.4272
1684.00,-38.9596,-68.0925
1684.00,-31.4130,-64.4852
1684.00,-33.7666,-61.9666
1684.00,-30.7249,-64.8005
1475.00,-33.1160,-64.3509
1475.00,-34.5985,-58.4032
1475.00,-34.8940,-60.0175
1475.00,-33.0863,-68.4807
1475.00,-32.9039,-68.8034
1475.00,-31.4034,-64.1655
1684.00,-31.3802,-64.2147
1684.00,-31.6559,-64.4099
1684.00,-34.6420,-58.5702
1684.00,-34.5729,-58.4614
1684.00,-34.5847,-58.4685
1684.00,-34.5081,-58.4771
1475.00,-32.8628,-68.8222
1475.00,-28.4480,-65.7187
1475.00,-32.4086,-63.2565
1475.00,-24.8414,-65.4331
1475.00,-32.6190,-62.6938
1475.00,-33.3636,-69.1436
1475.00,-31.4333,-64.1568
1475.00,-31.5172,-68.5259
1684.00,-34.6282,-58.4608
1684.00,-34.7638,-58.3995
1475.00,-38.0126,-57.5652
1475.00,-37.3270,-59.1326
1475.00,-30.7625,-57.9939
1475.00,-31.3451,-64.3388
1475.00,-32.9557,-68.8577
1475.00,-32.9062,-68.7829
1475.00,-28.4650,-65.8012
1475.00,-31.4235,-64.1472
1475.00,-37.9922,-57.5587
1684.00,-34.6491,-58.6561
1684.00,-31.6512,-64.4269
1684.00,-31.4252,-64.1848
1684.00,-34.5655,-58.4368
1684.00,-32.9169,-68.8380
1684.00,-34.6338,-58.6285
1684.00,-34.4005,-58.6548
1475.00,-34.6106,-58.5608
1684.00,-34.4745,-58.6257
1475.00,-31.4225,-64.1823
1475.00,-31.5309,-68.5210
1475.00,-34.6533,-59.4327
1475.00,-32.9174,-68.8461
1475.00,-32.8512,-68.8412
1684.00,-34.5918,-58.3793
1684.00,-31.3670,-64.2194
1684.00,-34.6295,-58.4478
1684.00,-38.0016,-57.5502
1684.00,-34.7390,-58.4084
1684.00,-34.4769,-58.5733
1475.00,-42.7683,-65.0390
1475.00,-31.4137,-64.1656
1475.00,-26.8328,-65.2282
1475.00,-35.4752,-69.5916
1684.00,-34.5622,-58.4546
1684.00,-34.5801,-58.4092
1684.00,-34.4713,-58.5179
1475.00,-34.7031,-58.3939
1684.00,-30.9804,-64.0960
1684.00,-34.4469,-58.5457
1684.00,-34.9154,-57.9421
1684.00,-38.0129,-57.5436
1475.00,-34.6128,-68.3403
1475.00,-33.6806,-65.4640
1475.00,-32.6981,-62.1046
1475.00,-34.9666,-67.7000
1475.00,-34.5836,-58.4486
1475.00,-29.1370,-59.2646
1475.00,-32.8760,-68.8836
1475.00,-27.7298,-64.2436
1684.00,-31.3981,-64.1825
1684.00,-34.5609,-58.4520
1684.00,-34.5930,-58.3926
1575.00,-34.6369605,-58.4045551
1575.00,-34.6402735,-58.5418243
1575.00,-34.5738643,-58.5326316
1575.00,-34.6997046,-58.6247299
1575.00,-34.6866773,-58.7318454
1575.00,-34.6358731,-58.3603133
1575.00,-35.0530892,-58.7606411
1575.00,-34.6178053,-58.5020885
1575.00,-34.567026,-59.111166
1575.00,-34.6140308,-58.4929315
1575.00,-34.7693634,-58.6451543
1575.00,-34.6248959,-58.4938555
1575.00,-34.5795557,-58.4770438
1575.00,-34.754677,-58.613909
1575.00,-34.8119282,-58.6347284
1575.00,-34.7256805,-58.3981378
1575.00,-34.73492,-58.5853229
1575.00,-34.6467621,-58.6184887
1575.00,-34.5185576,-58.5005836
1575.00,-34.5500853,-58.463929
1575.00,-34.491348,-58.840306
1575.00,-34.826231,-58.393707
1575.00,-34.6247055,-58.4097384
