productos_precio_lista,sucursales_latitud,sucursales_longitud
1575.00,-34.6375809,-58.8281784
1575.00,-34.5652775,-58.6842989
1575.00,-34.8276381,-58.38449
1575.00,-34.6131258,-58.5624903
1575.00,-34.8600505,-58.3849381
1575.00,-34.544654,-58.568523
1575.00,-34.8571545,-57.9168134
1575.00,-34.6278804,-58.6567158
1575.00,-34.409353,-58.771731
1575.00,-34.8183783,-58.4257131
1575.00,-34.5660554,-58.4541372
1575.00,-36.863464,-57.880218
1575.00,-34.5855958,-58.4535529
1575.00,-34.6218749,-58.4407532
1575.00,-34.6096892,-58.5076977
1575.00,-35.433295,-60.166461
1575.00,-35.625004,-61.365063
1575.00,-33.8939905,-60.5690737
1575.00,-34.5872269,-58.4821776
1575.00,-35.005151,-59.278074
1575.00,-35.1888412,-59.0967829
1575.00,-34.442858,-59.446896
1575.00,-34.6355448,-58.4483758
1575.00,-34.5594987,-58.4545906
1575.00,-34.7960196,-58.3859618
1575.00,-33.156124,-60.512711
1575.00,-34.5406985,-58.710821
1575.00,-36.599707,-61.749462
1575.00,-34.6572416,-58.5095764
1575.00,-34.5919508,-58.3983517
1575.00,-33.0071111,-58.5119321
1575.00,-34.3806686,-59.8223267
1575.00,-34.5520142,-58.4736585
1575.00,-34.522894,-58.751278
1575.00,-35.050929,-58.7648874
1575.00,-34.6632563,-58.4887387
1575.00,-34.610235,-58.409618
1575.00,-34.6412489,-58.3690741
1575.00,-34.5873745,-58.4927966
1575.00,-34.6091824,-58.4618177
1575.00,-34.5944326,-58.4438175
1575.00,-34.6764626,-58.4933966
1575.00,-34.6034002,-58.4100788
1575.00,-34.6467684,-58.5140065
1575.00,-34.6298967,-58.4954224
1575.00,-34.659422,-58.476611
1575.00,-31.755047,-60.509048
1575.00,-34.609441,-58.386606
1575.00,-31.763742,-60.412963
1575.00,-34.6333148,-58.4273412
1575.00,-34.6416461,-58.4887571
1575.00,-34.6175785,-58.3779568
1575.00,-34.5814348,-58.4429618
1575.00,-34.6020171,-58.4686955
1575.00,-34.5893691,-58.4462919
1575.00,-34.6034242,-58.3634962
1575.00,-34.6158804,-58.4833332
1575.00,-32.070467,-60.637659
1575.00,-34.5951915,-58.3804858
1575.00,-34.5838928,-58.445996
1575.00,-34.674477,-58.47189
1575.00,-31.752516,-60.496366
1575.00,-34.63899,-58.362526
1575.00,-31.736352,-60.494334
1575.00,-34.544364,-58.471821
1575.00,-34.674371,-58.479934
1575.00,-34.6423533,-58.5262156
1575.00,-34.6317276,-58.39064151
1575.00,-34.7212,-58.790951
1575.00,-34.5548663,-58.4700335
1575.00,-34.6338144,-58.4361472
1575.00,-31.76506,-60.499191
1575.00,-34.61647,-58.371491
1575.00,-32.029752,-60.308533
1575.00,-27.954064,-58.808406
1575.00,-34.651921,-58.414822
1575.00,-34.6376,-58.484265
1575.00,-27.466137,-58.788067
1575.00,-31.773861,-60.500348
1575.00,-34.612132,-58.380073
1575.00,-34.585139,-58.503143
1575.00,-34.640836,-58.446681
1575.00,-34.589813,-58.388666
1575.00,-34.599153,-58.491221
1575.00,-34.636747,-58.492625
1575.00,-34.57782883,-58.44904154
1575.00,-34.5773569,-58.5102555
1575.00,-34.5876628,-58.5045122
1575.00,-34.556725,-58.461953
1575.00,-34.622774,-58.481018
1575.00,-34.677663,-58.475306
1575.00,-34.604068,-58.3927
1575.00,-34.637993,-58.451847
1575.00,-34.630292,-58.4170172
1575.00,-34.587717,-58.453012
1575.00,-34.615095,-58.473401
1575.00,-34.589085,-58.43724
1575.00,-34.539986,-58.475788
1575.00,-34.609831,-58.422462
1575.00,-34.626773,-58.468922
1575.00,-34.6113,-58.411751
1575.00,-34.597268,-58.403003
1575.00,-34.656053,-58.416637
1575.00,-34.61156,-58.373341
1640.00,-24.7947076,-65.4322727
1640.00,-24.769449,-65.443309
1640.00,-24.812077,-65.383161
1640.00,-24.7873,-65.4107
1575.00,-34.624834,-58.367568
1575.00,-34.604591,-58.472275
1575.00,-34.63327,-58.477987
1575.00,-34.594326,-58.445911
1575.00,-34.617935,-58.409058
1575.00,-34.639506,-58.412139
1575.00,-34.615713,-58.412566
1575.00,-34.662236,-58.439789
1575.00,-34.4887679,-58.7246946
1575.00,-34.6574848,-58.5407918
1575.00,-34.647481,-58.796414
1575.00,-34.7920076,-58.3575072
1575.00,-34.6498757,-58.6504339
1575.00,-34.7735937,-58.384968
1575.00,-34.5096952,-58.7296151
1575.00,-33.149666,-59.316711
1575.00,-34.691239,-58.337871
1575.00,-31.3822684,-58.014364
1575.00,-31.7594788,-60.5276976
1575.00,-29.1452083,-59.2625031
1575.00,-38.3814993,-60.2758305
1575.00,-34.6552826,-58.4759022
1575.00,-34.630227,-58.462879
1575.00,-32.036205,-60.308697
1575.00,-35.441361,-58.805485
1575.00,-32.426197,-63.738309
1575.00,-32.172918,-60.200586
1575.00,-35.9707542,-62.7318736
1575.00,-34.6728176,-58.4994401
1575.00,-34.661258,-58.364139
1575.00,-34.645778,-58.420358
1640.00,-24.79814367,-65.37696159
1575.00,-34.6464005,-58.5403633
1575.00,-35.124191,-60.477344
1575.00,-34.938204,-58.618433
1575.00,-34.5949673,-58.5497485
1575.00,-34.7659401,-58.605865
1575.00,-33.6894953,-59.6749841
1575.00,-34.197124,-60.737495
1575.00,-34.6859642,-58.3981991
1575.00,-34.5009479,-58.6917717
1575.00,-34.6100551,-58.5628348
1575.00,-33.12701,-59.502824
1575.00,-34.567597,-58.57141
1575.00,-34.58043,-59.103923
1575.00,-34.744449,-58.592428
1575.00,-34.815175,-58.466232
1575.00,-34.700548,-58.58616
1575.00,-34.461313,-58.576409
1575.00,-34.517515,-58.6722308
1575.00,-34.478267,-58.624139
1575.00,-34.606224,-58.685786
1575.00,-34.951727,-57.969232
1575.00,-37.994395,-57.55446
1575.00,-34.592328,-58.624369
1575.00,-34.5514763,-58.5119118
1575.00,-37.986952,-57.583129
1575.00,-34.7823585,-58.314263
1575.00,-37.845058,-58.253254
1575.00,-34.52184,-58.739817
1575.00,-34.636677,-58.802593
1575.00,-34.573355,-59.115607
1575.00,-34.603212,-58.635229
1575.00,-34.9221623,-57.9626283
1575.00,-33.8128461,-59.5085998
1575.00,-34.9569782,-57.9707098
1575.00,-34.42082,-58.73481
1575.00,-34.5198419,-58.7211139
1575.00,-34.9542317,-57.9658855
1575.00,-34.7306744,-58.2488671
1575.00,-34.5336568,-58.5576519
1575.00,-34.6493809,-58.624186
1575.00,-34.534678,-58.704199
1575.00,-34.765737,-58.274566
1575.00,-32.48258,-58.22749
1575.00,-33.82414,-59.51679
1575.00,-34.80219,-58.40724
1575.00,-36.31759,-57.68835
1575.00,-35.02018,-58.42712
1575.00,-36.24093,-61.1282
1575.00,-31.3889553,-58.0152199
1575.00,-32.8890581,-60.7244963
1575.00,-32.37007,-58.87627
1640.00,-24.9856165,-65.5777397
1640.00,-25.4987985,-64.9705319
1339.00,-40.800032,-62.893452
1339.00,-40.798007,-62.969036
1339.00,-40.186761,-62.618364
1851.00,-31.36418,-64.216945
1290.00,-33.00761,-60.666142
1851.00,-31.434051,-64.142987
1851.00,-24.830882,-65.428647
1421.00,-32.929628,-68.857104
1495.00,-26.794944,-65.206898
1851.00,-31.520936,-68.541975
1318.00,-27.413327,-58.968677
1851.00,-27.767976,-64.251963
1851.00,-32.87535,-68.83064
1380.00,-32.991736,-58.521853
1619.00,-34.704182,-58.316933
1619.00,-34.604698,-58.437856
1619.00,-34.604107,-58.459865
1379.00,-34.586322,-58.519449
1619.00,-34.633500,-58.370104
1380.00,-24.789072,-65.413699
1619.00,-34.615542,-58.415062
1379.00,-34.595813,-58.395425
1379.00,-34.186540,-58.945418
1619.00,-34.609241,-58.384045
1619.00,-34.582216,-58.421027
1619.00,-34.596712,-58.412794
1619.00,-34.722369,-58.339005
1619.00,-34.616267,-58.431839
1379.00,-34.633337,-58.764283
1800.00,-43.257504,-65.305489
1619.00,-34.574828,-58.436126
1379.00,-34.577279,-58.449064
1619.00,-34.605878,-58.425651
1380.00,-26.181410,-58.166895
1619.00,-34.585727,-58.388055
1619.00,-34.502410,-58.668448
1619.00,-34.735217,-58.433859
1379.00,-34.580520,-58.410332
1619.00,-34.659228,-58.512962
1619.00,-34.602928,-58.423044
1575.00,-36.893694,-60.321650
1619.00,-34.665273,-58.728113
1419.00,-31.406416,-64.205613
1619.00,-34.617216,-58.445240
1619.00,-34.729203,-58.352892
1379.00,-34.454933,-58.894408
1619.00,-34.602404,-58.432602
1379.00,-34.603431,-58.592464
1619.00,-34.591204,-58.395574
1740.00,-38.946820,-68.110433
1619.00,-34.608199,-58.441521
1619.00,-34.605721,-58.392703
1619.00,-34.648019,-58.620217
1619.00,-34.653232,-58.507257
1380.00,-26.830278,-65.202010
1619.00,-34.573102,-58.451281
1619.00,-34.545639,-58.459569
1379.00,-34.608259,-58.380533
1619.00,-34.859301,-58.386273
1380.00,-26.814605,-65.209515
1619.00,-34.634333,-58.435797
1379.00,-34.608489,-58.421617
1619.00,-34.639449,-58.458543
1419.00,-31.430384,-64.187869
1379.00,-34.679311,-58.727992
1619.00,-34.590737,-58.393414
1419.00,-31.412863,-64.163689
1619.00,-34.591312,-58.412544
1619.00,-34.597862,-58.426805
1619.00,-34.609696,-58.438723
1275.00,-31.346646,-64.269297
1380.00,-33.744187,-61.982983
1619.00,-34.593956,-58.412910
1419.00,-31.420240,-64.189650
1619.00,-34.612645,-58.423957
1619.00,-34.627790,-58.360295
1379.00,-34.504534,-58.493843
1619.00,-34.602748,-58.395363
1619.00,-34.607887,-58.391361
1419.00,-31.412485,-64.185278
1619.00,-34.631045,-58.452608
1229.00,-37.998923,-57.553648
1619.00,-34.572841,-58.489511
1619.00,-34.703558,-58.743391
1619.00,-34.583171,-58.427612
1379.00,-34.611076,-58.941293
1419.00,-31.420530,-64.499099
1619.00,-34.760264,-58.206631
1619.00,-34.580624,-58.440150
1619.00,-34.550588,-58.554484
1619.00,-34.598396,-58.497333
1619.00,-34.461333,-58.527173
1380.00,-24.779652,-65.427437
1619.00,-34.603633,-58.416192
1619.00,-34.612145,-58.480997
1619.00,-34.567072,-58.454065
1619.00,-34.667069,-58.472973
1619.00,-34.612364,-58.412625
1619.00,-34.628636,-58.366311
1619.00,-34.750544,-58.586041
1619.00,-34.571795,-58.479950
1380.00,-32.885049,-68.848197
1800.00,-41.136201,-71.296792
1619.00,-34.595790,-58.500059
1619.00,-34.567588,-58.486436
1379.00,-34.609491,-58.398323
1379.00,-34.812068,-58.399417
1619.00,-34.602301,-58.561930
1619.00,-34.622603,-58.391341
1619.00,-34.555471,-58.479994
1800.00,-51.622680,-69.212840
1619.00,-34.608803,-58.448623
1619.00,-34.710793,-58.422569
1419.00,-31.382931,-64.133611
1379.00,-34.893655,-57.996156
1619.00,-34.600654,-58.488135
1549.00,-33.900993,-60.551755
1619.00,-34.753173,-58.238291
1619.00,-34.593559,-58.445668
1619.00,-34.605397,-58.595000
1619.00,-34.408965,-58.771632
1379.00,-34.470353,-58.514687
1619.00,-34.638410,-58.373366
1619.00,-34.610019,-58.402456
1379.00,-34.602094,-58.489299
1619.00,-34.649025,-58.499531
1619.00,-34.657320,-58.762946
1379.00,-34.883091,-58.388230
1379.00,-34.748145,-58.411227
1619.00,-34.588803,-58.400575
1365.00,-24.184117,-65.305676
1619.00,-34.578743,-58.469274
1380.00,-28.472753,-65.778434
1740.00,-39.030326,-67.573775
1619.00,-34.597280,-58.376975
1619.00,-34.628317,-58.524049
1619.00,-34.616320,-58.458185
1619.00,-34.652803,-58.416088
1379.00,-34.577205,-58.494765
1549.00,-33.335962,-60.222474
1619.00,-34.752493,-58.343235
1619.00,-34.690747,-58.408459
1619.00,-34.602154,-58.420866
1619.00,-34.567331,-58.472780
1619.00,-34.599869,-58.396275
1619.00,-34.697473,-58.507265
1619.00,-34.585892,-58.454272
1379.00,-34.627423,-58.458170
1619.00,-34.618327,-58.429695
1380.00,-33.675929,-65.469225
1619.00,-34.570618,-58.491897
1619.00,-34.675977,-58.477049
1275.00,-31.393915,-64.242835
1619.00,-34.614164,-58.396894
1619.00,-34.572189,-58.446058
1619.00,-34.603042,-58.391768
1800.00,-42.766295,-65.035411
1619.00,-34.613680,-58.388254
1619.00,-34.644703,-58.464687
1619.00,-34.606446,-58.497733
1619.00,-34.624687,-58.451248
1619.00,-34.690047,-58.689142
1380.00,-27.477092,-58.815872
1379.00,-34.610359,-58.516538
1619.00,-34.632222,-58.375998
1619.00,-34.605370,-58.370312
1619.00,-34.579005,-58.490393
1619.00,-34.648760,-58.618429
1619.00,-34.557692,-58.448568
1380.00,-31.725619,-60.533681
1379.00,-34.516305,-58.494552
1619.00,-34.685119,-58.474576
1379.00,-34.528883,-58.701631
1619.00,-34.619772,-58.428125
1619.00,-34.851160,-58.077030
1229.00,-37.953878,-57.579192
1619.00,-34.707006,-58.438947
1379.00,-34.595836,-58.473941
1619.00,-34.636910,-58.499466
1619.00,-34.620294,-58.392204
1800.00,-45.861562,-67.479968
1619.00,-34.564492,-58.455869
1365.00,-43.258861,-65.329062
1619.00,-34.557057,-58.445842
1619.00,-34.582298,-58.451840
1419.00,-31.423028,-64.186152
1619.00,-34.704435,-58.582955
1619.00,-34.611868,-58.370576
1619.00,-34.588563,-58.573821
1619.00,-34.587782,-58.397900
1649.00,-53.785009,-67.702990
1619.00,-34.618745,-58.374322
1419.00,-31.397275,-64.187064
1619.00,-34.595055,-58.392000
1619.00,-34.554653,-58.460290
1549.00,-32.904529,-60.727936
1800.00,-43.251438,-65.309592
1619.00,-34.588997,-58.409050
1619.00,-34.620215,-58.441631
1379.00,-34.587468,-58.412707
1380.00,-32.868658,-68.852646
1379.00,-34.487198,-58.505871
1619.00,-34.639022,-58.504957
1380.00,-26.812900,-65.292314
1619.00,-34.616074,-58.464286
1379.00,-34.492689,-58.499192
1619.00,-34.601510,-58.437085
1619.00,-34.485221,-58.726521
1379.00,-34.527628,-58.535824
1619.00,-34.635325,-58.396301
1619.00,-34.598185,-58.444983
1619.00,-34.889129,-58.385270
1619.00,-34.576803,-58.486598
1419.00,-31.380407,-64.170625
1619.00,-34.614787,-58.505674
1619.00,-34.580526,-58.405894
1619.00,-34.574478,-58.473047
1619.00,-34.617774,-58.438367
1379.00,-34.591972,-58.636447
1619.00,-34.573878,-58.442051
1419.00,-31.425267,-64.179609
1619.00,-34.586854,-58.401466
1619.00,-34.589234,-58.504504
1619.00,-34.604167,-58.371478
1379.00,-34.574379,-58.482128
1619.00,-34.697534,-58.625616
1379.00,-34.598762,-58.403084
1549.00,-32.942435,-60.657028
1379.00,-34.162738,-58.965513
1619.00,-34.554987,-58.490865
1619.00,-34.636459,-58.359430
1380.00,-33.302748,-66.336848
1619.00,-34.619005,-58.403897
1379.00,-34.639341,-58.374389
1619.00,-34.696830,-58.535934
1619.00,-34.608190,-58.953570
1380.00,-31.534016,-68.524744
1619.00,-34.657114,-58.518180
1619.00,-34.581280,-58.449050
1619.00,-34.560168,-58.463180
1619.00,-34.620882,-58.475217
1380.00,-24.781285,-65.401667
1619.00,-34.617797,-58.422220
1619.00,-34.561264,-58.464248
1380.00,-33.036676,-68.878842
1619.00,-34.620277,-58.506577
1619.00,-34.567226,-58.456531
1619.00,-34.641224,-58.521055
1619.00,-34.751654,-58.583439
1619.00,-34.543233,-58.463148
1619.00,-34.585915,-58.394398
1379.00,-34.613200,-58.523415
1619.00,-34.691937,-58.482500
1379.00,-34.574635,-58.403801
1619.00,-34.589617,-58.632800
1619.00,-34.603636,-58.379641
1379.00,-34.558821,-58.459349
1619.00,-34.673516,-58.406289
1619.00,-34.684697,-58.386613
1619.00,-34.623822,-58.427300
1619.00,-34.576785,-58.430994
1379.00,-34.532302,-58.468176
1619.00,-34.587997,-58.390467
1619.00,-34.603848,-58.433412
1619.00,-34.593274,-58.502323
1619.00,-34.653948,-58.518970
1619.00,-34.591563,-58.379252
1619.00,-34.553375,-58.462109
1619.00,-34.557292,-58.465851
1619.00,-34.605633,-58.564882
1380.00,-28.477093,-65.778283
1800.00,-46.444906,-67.533789
1380.00,-26.190381,-58.187564
1549.00,-33.331816,-60.220188
1619.00,-34.606155,-58.376453
1619.00,-34.622738,-58.433150
1380.00,-29.411481,-66.856755
1619.00,-34.602117,-58.398071
1619.00,-34.566538,-58.431944
1619.00,-34.575503,-58.535853
1379.00,-34.611087,-58.460584
1419.00,-31.423132,-64.184088
1379.00,-34.620610,-58.633769
1619.00,-34.612572,-58.377673
1619.00,-34.720952,-58.363081
1595.00,-36.604293,-64.280899
1619.00,-34.615452,-58.475326
1619.00,-34.612239,-58.386223
1619.00,-34.616166,-58.376096
1619.00,-34.579302,-58.424094
1619.00,-34.597675,-58.380133
1619.00,-34.638023,-58.527606
1619.00,-34.453474,-58.538348
1619.00,-34.645017,-58.590601
1619.00,-34.689440,-58.479593
1379.00,-34.491603,-58.627670
1379.00,-34.541198,-58.563095
1419.00,-31.425978,-64.192761
1380.00,-31.754009,-60.511242
1619.00,-34.599811,-58.433801
1619.00,-34.621316,-58.436261
1365.00,-33.902945,-60.568849
1419.00,-31.389743,-64.183702
1419.00,-31.411817,-64.209985
1619.00,-34.611069,-58.506326
1380.00,-38.720410,-62.267942
1229.00,-37.324111,-59.114568
1619.00,-34.612879,-58.393293
1379.00,-34.575946,-58.433486
1379.00,-34.441795,-58.553738
1379.00,-34.113272,-59.020315
1619.00,-34.574055,-58.420475
1619.00,-34.500302,-58.694886
1619.00,-34.631451,-58.485336
1619.00,-34.605506,-58.389230
1380.00,-31.722868,-60.529162
1619.00,-34.640941,-58.479166
1595.00,-36.618338,-64.291249
1619.00,-34.586508,-58.398127
1619.00,-34.594558,-58.401673
1619.00,-34.621333,-58.368478
1619.00,-34.657250,-58.710554
1619.00,-34.633706,-58.482029
1379.00,-34.715471,-58.298863
1619.00,-34.601987,-58.371949
1619.00,-34.622468,-58.385616
1619.00,-34.697531,-58.601259
1619.00,-34.780470,-58.263130
1619.00,-34.531045,-58.575409
1619.00,-34.605069,-58.419242
1619.00,-34.555786,-58.462146
1419.00,-31.415653,-64.183859
1619.00,-34.598084,-58.500119
1379.00,-34.768774,-58.411275
1619.00,-34.586626,-58.419375
1619.00,-34.611147,-58.433683
1619.00,-34.602612,-58.496460
1619.00,-34.490709,-58.843137
1800.00,-42.775492,-65.048586
1619.00,-34.636786,-58.403169
1619.00,-34.555966,-58.450046
1649.00,-54.815339,-68.334293
1619.00,-34.618097,-58.392208
1619.00,-34.596671,-58.442255
1619.00,-34.597880,-58.403782
1380.00,-27.438800,-58.987383
1379.00,-34.661465,-58.368212
1379.00,-34.453587,-58.575528
1619.00,-34.638635,-58.415077
1619.00,-34.597351,-58.374515
1619.00,-34.637117,-58.496795
1619.00,-34.648144,-58.415872
1619.00,-34.550187,-58.476600
1419.00,-31.422657,-64.180026
1619.00,-34.729681,-58.263922
1419.00,-31.413448,-64.192041
1619.00,-34.599933,-58.376924
1619.00,-34.650917,-58.525740
1379.00,-34.599232,-58.390542
1379.00,-34.780839,-58.457944
1619.00,-34.583109,-58.423667
1379.00,-34.664628,-58.597356
1619.00,-34.604525,-58.394643
1619.00,-34.612570,-58.486073
1619.00,-34.628516,-58.452100
1619.00,-34.601172,-58.399768
1619.00,-34.706481,-58.389854
1380.00,-32.894355,-68.845102
1619.00,-34.530695,-58.524438
1619.00,-34.598783,-58.385461
1380.00,-33.364039,-69.144079
1619.00,-34.600568,-58.511327
1619.00,-34.586703,-58.481354
1619.00,-34.594016,-58.381012
1619.00,-34.571129,-58.488380
1619.00,-34.627247,-58.383000
1619.00,-34.609305,-58.379243
1619.00,-34.540539,-58.472052
890.00,-24.188920,-65.303701
1365.00,-31.737845,-60.524741
1575.00,-32.934019,-60.702038
1619.00,-34.584822,-58.400040
1619.00,-34.614357,-58.429970
1379.00,-34.449813,-58.916319
1619.00,-34.592437,-58.410869
1619.00,-34.641073,-58.526236
1379.00,-34.735911,-58.277988
1619.00,-34.773098,-58.645218
1419.00,-31.428959,-64.191160
1379.00,-34.557290,-58.550437
1619.00,-34.615032,-58.409057
1380.00,-31.741747,-60.541261
1619.00,-34.449447,-58.797046
1619.00,-34.604003,-58.429635
1379.00,-34.529452,-58.480779
1619.00,-34.828180,-58.390159
1380.00,-32.903094,-68.852428
1379.00,-34.603902,-58.383077
1619.00,-34.677984,-58.474262
1549.00,-32.970122,-60.628560
1740.00,-38.958858,-68.058932
1619.00,-34.546306,-58.463162
1379.00,-34.480984,-58.553074
1619.00,-34.610954,-58.419102
1379.00,-34.590140,-58.405533
1619.00,-34.625470,-58.429930
1619.00,-34.575875,-58.538738
1800.00,-51.628210,-69.246761
1619.00,-34.601177,-58.378613
1379.00,-34.561648,-59.103745
1379.00,-34.395347,-58.738836
1619.00,-34.579708,-58.434125
1380.00,-33.125271,-64.349014
1619.00,-34.611219,-58.373340
1619.00,-34.564601,-58.464260
1619.00,-34.720261,-58.254951
1379.00,-34.461340,-58.629233
1619.00,-34.609409,-58.486038
1229.00,-38.000667,-57.547721
1619.00,-34.617396,-58.378826
1419.00,-31.417677,-64.196820
1619.00,-34.659390,-58.562079
1619.00,-34.596862,-58.399571
1649.00,-53.774139,-67.721621
1379.00,-34.663863,-58.514126
1379.00,-34.613219,-58.382776
1380.00,-31.368882,-58.011377
1379.00,-34.589507,-58.422997
1619.00,-34.561751,-58.462283
1379.00,-34.913497,-57.951821
1379.00,-34.633237,-58.521966
1619.00,-34.788541,-58.522473
1619.00,-34.591420,-58.446921
1619.00,-34.601074,-58.494608
1619.00,-34.630139,-58.462242
1619.00,-34.580779,-58.413292
1229.00,-37.326474,-59.135087
1275.00,-31.300019,-64.276462
1380.00,-26.830652,-65.206887
1379.00,-34.553168,-58.465770
1419.00,-31.402219,-64.232631
1379.00,-34.623596,-58.449251
1619.00,-34.553982,-58.436642
1419.00,-31.427629,-64.185973
1619.00,-34.577198,-58.422356
1419.00,-31.390962,-64.184520
1619.00,-34.815906,-58.427561
1380.00,-27.467798,-58.834021
1619.00,-34.610358,-58.391532
1619.00,-34.598622,-58.378291
1619.00,-34.808046,-58.275429
1379.00,-34.610492,-58.412303
1619.00,-34.635113,-58.405779
1619.00,-34.697530,-58.302113
1619.00,-34.631998,-58.361300
1379.00,-34.495405,-58.545723
1619.00,-34.629168,-58.442438
1379.00,-34.779585,-58.279265
1619.00,-34.597497,-58.484575
1619.00,-34.676217,-58.563547
1619.00,-34.560829,-58.466181
1619.00,-34.581140,-58.473713
1619.00,-34.599672,-58.372053
1619.00,-34.603522,-58.471445
1379.00,-34.406164,-58.619971
1619.00,-34.615701,-58.438275
1575.00,-36.908071,-60.314098
1619.00,-34.606964,-58.443773
1619.00,-34.624494,-58.464622
1380.00,-32.908234,-68.789274
1619.00,-34.584938,-58.488307
1619.00,-34.720449,-58.462849
1619.00,-34.609566,-58.443746
1619.00,-34.610752,-58.414782
1619.00,-34.651978,-58.515854
1800.00,-45.870032,-67.532667
1619.00,-34.525713,-58.548663
1619.00,-34.647473,-58.519847
1619.00,-34.598161,-58.438436
1619.00,-34.424942,-58.577980
1619.00,-34.624098,-58.371153
1619.00,-34.596288,-58.384178
1619.00,-34.565687,-59.119412
1380.00,-31.748447,-60.524946
1380.00,-31.396866,-58.018603
1619.00,-34.557442,-58.453504
1380.00,-31.726740,-60.524157
1619.00,-34.562325,-58.466949
1380.00,-32.877586,-68.855222
1619.00,-34.665985,-58.699257
1619.00,-34.599262,-58.387552
1619.00,-34.592701,-58.394831
1619.00,-34.650719,-58.490753
1275.00,-31.455534,-64.166095
1379.00,-34.647756,-58.688217
1619.00,-34.629844,-58.399654
1619.00,-34.641982,-58.514266
1549.00,-32.951847,-60.670442
1380.00,-31.730408,-60.528649
1379.00,-34.565100,-58.462056
1379.00,-34.553106,-58.698256
1419.00,-31.426127,-64.183581
1619.00,-34.596320,-58.388332
1619.00,-34.604980,-58.406744
1379.00,-34.923011,-57.949931
1619.00,-34.605415,-58.523705
1379.00,-34.585933,-58.501809
1619.00,-34.557913,-58.463202
1447.99,-34.474499,-58.574853
1447.99,-34.6379202,-58.502751
1447.99,-34.6027526,-58.4114132
1447.99,-34.7437163,-58.2891868
1447.99,-32.871591,-68.843574
1447.99,-34.7247168,-58.25613889999
1447.99,-34.5810538,-58.5418252
